methodA,methodB,isGolden,originalName,answerValue,answerer,wasDiscarded,modelProbability,answeredAt,sourceWinner,workerType,preferenceStrength,confidence,comparisonId,promptId,source,category,subjectStudy,highestLevelDegree
allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,False,multipref-f4de05ead59844649c0f0eec94bfd152,B,expert:elegant_ride,,,2024-05-18 11:26:40.569622,B-is-clearly-better,expert,clearly,absolutely-confident,f4de05ead59844649c0f0eec94bfd152,b99b8d2db72a49289c7871de7f849eea,anthropic/helpful-base,Open QA,Education,Education
allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,False,multipref-f4de05ead59844649c0f0eec94bfd152,B,expert:vigorous_shannon,,,2024-05-21 22:24:45.486491,B-is-slightly-better,expert,slightly,absolutely-confident,f4de05ead59844649c0f0eec94bfd152,b99b8d2db72a49289c7871de7f849eea,anthropic/helpful-base,Open QA,Education,Education
allenai/tulu-2-7b,allenai/tulu-2-70b,False,multipref-fc760492020c40e78f1fc752e6f77608,draw,expert:xenodochial_varahamihira,,,2024-05-24 20:55:33.113513,Tie,expert,tie,absolutely-confident,fc760492020c40e78f1fc752e6f77608,b9a309d4397c489c88b4a83962c04528,lmsys/sharegpt-vicuna,Brainstorm,Computer Science,Information and Communication Technologies
allenai/tulu-2-7b,allenai/tulu-2-70b,False,multipref-fc760492020c40e78f1fc752e6f77608,A,expert:dashing_hypatia,,,2024-05-24 21:00:39.342603,A-is-clearly-better,expert,clearly,absolutely-confident,fc760492020c40e78f1fc752e6f77608,b9a309d4397c489c88b4a83962c04528,lmsys/sharegpt-vicuna,Brainstorm,Computer Science,Information and Communication Technologies
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-9c14f14ddf45475ea5e752a2a8e16a37,B,expert:pedantic_spence,,,2024-05-29 13:49:44.615064,B-is-slightly-better,expert,slightly,fairly-confident,9c14f14ddf45475ea5e752a2a8e16a37,b9a309d4397c489c88b4a83962c04528,lmsys/sharegpt-vicuna,Brainstorm,Computer Science,Information and Communication Technologies
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-9c14f14ddf45475ea5e752a2a8e16a37,draw,expert:sharp_mccarthy,,,2024-05-29 14:06:48.670528,Tie,expert,tie,fairly-confident,9c14f14ddf45475ea5e752a2a8e16a37,b9a309d4397c489c88b4a83962c04528,lmsys/sharegpt-vicuna,Brainstorm,Computer Science,Information and Communication Technologies
allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,False,multipref-bc73298b04e14c41b5ae9559e94e864b,B,expert:dashing_hypatia,,,2024-05-24 20:58:00.321480,B-is-slightly-better,expert,slightly,absolutely-confident,bc73298b04e14c41b5ae9559e94e864b,b9c1035c207a4784a64096263e00d86f,lmsys/chatbot_arena_conversations,Coding,Computer Science,Information and Communication Technologies
allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,False,multipref-bc73298b04e14c41b5ae9559e94e864b,B,expert:pedantic_spence,,,2024-05-24 21:06:24.798775,B-is-slightly-better,expert,slightly,fairly-confident,bc73298b04e14c41b5ae9559e94e864b,b9c1035c207a4784a64096263e00d86f,lmsys/chatbot_arena_conversations,Coding,Computer Science,Information and Communication Technologies
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-0ff0eadc2ceb4d7f8e3f891a122e75ca,draw,expert:optimistic_pare,,,2024-05-28 22:47:50.448784,Tie,expert,tie,absolutely-confident,0ff0eadc2ceb4d7f8e3f891a122e75ca,b9c1035c207a4784a64096263e00d86f,lmsys/chatbot_arena_conversations,Coding,Computer Science,Information and Communication Technologies
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-0ff0eadc2ceb4d7f8e3f891a122e75ca,draw,expert:lucid_dijkstra,,,2024-05-29 00:01:02.980054,Tie,expert,tie,absolutely-confident,0ff0eadc2ceb4d7f8e3f891a122e75ca,b9c1035c207a4784a64096263e00d86f,lmsys/chatbot_arena_conversations,Coding,Computer Science,Information and Communication Technologies
allenai/tulu-2-7b,meta-llama/Llama-2-70b-chat-hf,False,multipref-6238d354d7e5445986a799d3bd35244c,draw,expert:musing_turing,,,2024-05-15 23:05:33.564989,Tie,expert,tie,absolutely-confident,6238d354d7e5445986a799d3bd35244c,b9c22c9c6936459e901197b44139b191,lmsys/sharegpt-vicuna,Open QA,Materials Science,"Engineering, manufacturing and construction"
allenai/tulu-2-7b,meta-llama/Llama-2-70b-chat-hf,False,multipref-6238d354d7e5445986a799d3bd35244c,A,expert:dreamy_torvalds,,,2024-05-23 04:50:03.289466,A-is-slightly-better,expert,slightly,absolutely-confident,6238d354d7e5445986a799d3bd35244c,b9c22c9c6936459e901197b44139b191,lmsys/sharegpt-vicuna,Open QA,Materials Science,"Engineering, manufacturing and construction"
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-25a89aff8e3842768aacefca069e10c8,B,expert:musing_turing,,,2024-05-21 19:53:42.960376,B-is-clearly-better,expert,clearly,absolutely-confident,25a89aff8e3842768aacefca069e10c8,b9c22c9c6936459e901197b44139b191,lmsys/sharegpt-vicuna,Open QA,Materials Science,"Engineering, manufacturing and construction"
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-25a89aff8e3842768aacefca069e10c8,B,expert:dreamy_torvalds,,,2024-05-21 22:49:40.933869,B-is-slightly-better,expert,slightly,fairly-confident,25a89aff8e3842768aacefca069e10c8,b9c22c9c6936459e901197b44139b191,lmsys/sharegpt-vicuna,Open QA,Materials Science,"Engineering, manufacturing and construction"
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-2b05b26cad7d446482a7334f16ea82ce,B,expert:elastic_roentgen,,,2024-05-14 04:55:09.963011,B-is-clearly-better,expert,clearly,absolutely-confident,2b05b26cad7d446482a7334f16ea82ce,b9c75a24e5ed4fcd86910fc04e7ba20c,lmsys/sharegpt-vicuna,Extract,Communication and/or Media,Journalism & Information Business
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-2b05b26cad7d446482a7334f16ea82ce,draw,expert:determined_pasteur,,,2024-05-27 20:25:24.686510,Tie,expert,tie,absolutely-confident,2b05b26cad7d446482a7334f16ea82ce,b9c75a24e5ed4fcd86910fc04e7ba20c,lmsys/sharegpt-vicuna,Extract,Communication and/or Media,Journalism & Information Business
allenai/tulu-2-7b,allenai/tulu-2-70b,False,multipref-362b0ef3a4ce451da9a2f30080f701a7,B,expert:elastic_roentgen,,,2024-05-25 01:08:39.554111,B-is-slightly-better,expert,slightly,fairly-confident,362b0ef3a4ce451da9a2f30080f701a7,b9c75a24e5ed4fcd86910fc04e7ba20c,lmsys/sharegpt-vicuna,Extract,Communication and/or Media,Journalism & Information Business
allenai/tulu-2-7b,allenai/tulu-2-70b,False,multipref-362b0ef3a4ce451da9a2f30080f701a7,B,expert:peaceful_kilby,,,2024-05-25 02:03:11.082608,B-is-clearly-better,expert,clearly,absolutely-confident,362b0ef3a4ce451da9a2f30080f701a7,b9c75a24e5ed4fcd86910fc04e7ba20c,lmsys/sharegpt-vicuna,Extract,Communication and/or Media,Journalism & Information Business
allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-91f269e2906041bc9798ad7dee640a18,B,expert:condescending_ride,,,2024-05-28 16:04:18.635877,B-is-clearly-better,expert,clearly,absolutely-confident,91f269e2906041bc9798ad7dee640a18,b9d36e5e666341fdbeffe0de16d9539c,lmsys/chatbot_arena_conversations,Open QA,Mathematics,Mathematics and statistics
allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-91f269e2906041bc9798ad7dee640a18,B,expert:affectionate_shirley,,,2024-05-26 18:24:16.998520,B-is-clearly-better,expert,clearly,absolutely-confident,91f269e2906041bc9798ad7dee640a18,b9d36e5e666341fdbeffe0de16d9539c,lmsys/chatbot_arena_conversations,Open QA,Mathematics,Mathematics and statistics
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-a67db3e78a484760bfc49cc98c16a7c1,A,expert:dreamy_sinoussi,,,2024-05-22 11:24:32.886988,A-is-clearly-better,expert,clearly,absolutely-confident,a67db3e78a484760bfc49cc98c16a7c1,b9d36e5e666341fdbeffe0de16d9539c,lmsys/chatbot_arena_conversations,Open QA,Mathematics,Mathematics and statistics
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-a67db3e78a484760bfc49cc98c16a7c1,A,expert:affectionate_shirley,,,2024-05-23 15:55:01.053835,A-is-clearly-better,expert,clearly,absolutely-confident,a67db3e78a484760bfc49cc98c16a7c1,b9d36e5e666341fdbeffe0de16d9539c,lmsys/chatbot_arena_conversations,Open QA,Mathematics,Mathematics and statistics
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-99ce725377f540dda3c0a549e7c95951,B,expert:mystifying_mestorf,,,2024-05-21 21:17:02.263253,B-is-slightly-better,expert,slightly,fairly-confident,99ce725377f540dda3c0a549e7c95951,ba18a17b7d744bf19cedf027bb173535,lmsys/chatbot_arena_conversations,Open QA,Physics,Natural sciences
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-99ce725377f540dda3c0a549e7c95951,B,expert:musing_golick,,,2024-05-21 21:14:19.306397,B-is-clearly-better,expert,clearly,absolutely-confident,99ce725377f540dda3c0a549e7c95951,ba18a17b7d744bf19cedf027bb173535,lmsys/chatbot_arena_conversations,Open QA,Physics,Natural sciences
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-02db1cccf9c44a6384950477541cd7ff,B,expert:mystifying_mestorf,,,2024-05-21 22:02:35.160080,B-is-slightly-better,expert,slightly,absolutely-confident,02db1cccf9c44a6384950477541cd7ff,ba18a17b7d744bf19cedf027bb173535,lmsys/chatbot_arena_conversations,Open QA,Physics,Natural sciences
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-02db1cccf9c44a6384950477541cd7ff,A,expert:admiring_ride,,,2024-05-28 15:52:07.401560,A-is-slightly-better,expert,slightly,fairly-confident,02db1cccf9c44a6384950477541cd7ff,ba18a17b7d744bf19cedf027bb173535,lmsys/chatbot_arena_conversations,Open QA,Physics,Natural sciences
allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-fcee772794ee4d5c867578902e54cced,A,expert:clever_bardeen,,,2024-05-27 18:51:25.844595,A-is-slightly-better,expert,slightly,absolutely-confident,fcee772794ee4d5c867578902e54cced,ba19cf04581841ae87963a8dcb3e75c7,anthropic/harmless-base,Open QA,Psychology,Social Sciences
allenai/tulu-2-7b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-fcee772794ee4d5c867578902e54cced,A,expert:admiring_lamarr,,,2024-05-27 20:18:21.508874,A-is-clearly-better,expert,clearly,absolutely-confident,fcee772794ee4d5c867578902e54cced,ba19cf04581841ae87963a8dcb3e75c7,anthropic/harmless-base,Open QA,Psychology,Social Sciences
allenai/tulu-2-70b,gpt-3.5-turbo-0125,False,multipref-677427ac78c5436ca1fd9176f66a08e4,B,expert:clever_bardeen,,,2024-05-26 08:03:44.722742,B-is-slightly-better,expert,slightly,absolutely-confident,677427ac78c5436ca1fd9176f66a08e4,ba19cf04581841ae87963a8dcb3e75c7,anthropic/harmless-base,Open QA,Psychology,Social Sciences
allenai/tulu-2-70b,gpt-3.5-turbo-0125,False,multipref-677427ac78c5436ca1fd9176f66a08e4,A,expert:silly_archimedes,,,2024-05-26 21:59:12.723064,A-is-clearly-better,expert,clearly,absolutely-confident,677427ac78c5436ca1fd9176f66a08e4,ba19cf04581841ae87963a8dcb3e75c7,anthropic/harmless-base,Open QA,Psychology,Social Sciences
allenai/tulu-2-7b,meta-llama/Llama-2-70b-chat-hf,False,multipref-13116110e71943f980284257f810440f,draw,expert:sharp_mccarthy,,,2024-05-28 20:02:06.651965,Tie,expert,tie,fairly-confident,13116110e71943f980284257f810440f,ba2bc5e6b95d4bfeaf77cf11b4a5a809,lmsys/chatbot_arena_conversations,Open QA,Computer Science,Information and Communication Technologies
allenai/tulu-2-7b,meta-llama/Llama-2-70b-chat-hf,False,multipref-13116110e71943f980284257f810440f,B,expert:pedantic_spence,,,2024-05-28 20:24:03.116890,B-is-slightly-better,expert,slightly,fairly-confident,13116110e71943f980284257f810440f,ba2bc5e6b95d4bfeaf77cf11b4a5a809,lmsys/chatbot_arena_conversations,Open QA,Computer Science,Information and Communication Technologies
allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,False,multipref-fafdef702e624795b4ea3adb89be78ae,B,expert:xenodochial_varahamihira,,,2024-05-23 21:30:42.904698,B-is-slightly-better,expert,slightly,absolutely-confident,fafdef702e624795b4ea3adb89be78ae,ba2bc5e6b95d4bfeaf77cf11b4a5a809,lmsys/chatbot_arena_conversations,Open QA,Computer Science,Information and Communication Technologies
allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,False,multipref-fafdef702e624795b4ea3adb89be78ae,B,expert:sharp_mccarthy,,,2024-05-23 21:33:18.941044,B-is-slightly-better,expert,slightly,fairly-confident,fafdef702e624795b4ea3adb89be78ae,ba2bc5e6b95d4bfeaf77cf11b4a5a809,lmsys/chatbot_arena_conversations,Open QA,Computer Science,Information and Communication Technologies
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-5881babbad3b4a51b533bef86e94888b,B,expert:hungry_minsky,,,2024-05-23 00:19:55.572731,B-is-clearly-better,expert,clearly,absolutely-confident,5881babbad3b4a51b533bef86e94888b,ba2e3b7d35634bdb90ff568685d9ecee,allenai/WildChat,Generation,Health and Medicine,Health and welfare
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-5881babbad3b4a51b533bef86e94888b,B,expert:stupefied_sinoussi,,,2024-05-23 01:14:21.926563,B-is-slightly-better,expert,slightly,absolutely-confident,5881babbad3b4a51b533bef86e94888b,ba2e3b7d35634bdb90ff568685d9ecee,allenai/WildChat,Generation,Health and Medicine,Health and welfare
gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-d06d6653095b4ae383d5f980c17d7bf8,draw,expert:sharp_mccarthy,,,2024-05-27 19:35:19.874610,Tie,expert,tie,random-guess,d06d6653095b4ae383d5f980c17d7bf8,ba5897ee4fcb47ab876357856719f379,lmsys/chatbot_arena_conversations,Coding,Computer Science,Information and Communication Technologies
gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-d06d6653095b4ae383d5f980c17d7bf8,B,expert:xenodochial_varahamihira,,,2024-05-27 19:46:18.064333,B-is-slightly-better,expert,slightly,absolutely-confident,d06d6653095b4ae383d5f980c17d7bf8,ba5897ee4fcb47ab876357856719f379,lmsys/chatbot_arena_conversations,Coding,Computer Science,Information and Communication Technologies
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-734a2b42160a45e4813ed89bf48187a0,B,expert:flamboyant_wiles,,,2024-05-22 08:31:57.721958,B-is-slightly-better,expert,slightly,absolutely-confident,734a2b42160a45e4813ed89bf48187a0,baae55b2cf6541f8931a2e37aa60fc9e,lmsys/sharegpt-vicuna,Closed QA,Management,Administration & Law
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-734a2b42160a45e4813ed89bf48187a0,A,expert:keen_noether,,,2024-05-22 14:38:02.357722,A-is-clearly-better,expert,clearly,absolutely-confident,734a2b42160a45e4813ed89bf48187a0,baae55b2cf6541f8931a2e37aa60fc9e,lmsys/sharegpt-vicuna,Closed QA,Management,Administration & Law
allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,False,multipref-2c783e457c014a66a6c8acb02e5b7be1,B,expert:pensive_hodgkin,,,2024-05-26 00:03:11.101539,B-is-clearly-better,expert,clearly,absolutely-confident,2c783e457c014a66a6c8acb02e5b7be1,baba6987eb8a4864a74f76aec3677fd9,lmsys/sharegpt-vicuna,Open QA,Business,Administration & Law
allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,False,multipref-2c783e457c014a66a6c8acb02e5b7be1,A,expert:silly_knuth,,,2024-05-26 06:21:41.061869,A-is-clearly-better,expert,clearly,absolutely-confident,2c783e457c014a66a6c8acb02e5b7be1,baba6987eb8a4864a74f76aec3677fd9,lmsys/sharegpt-vicuna,Open QA,Business,Administration & Law
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-d3a06fbe3b1c4b65b748e014ccbc6bfd,B,expert:hungry_minsky,,,2024-05-28 00:58:36.802007,B-is-clearly-better,expert,clearly,absolutely-confident,d3a06fbe3b1c4b65b748e014ccbc6bfd,bad1ffe7ed464087877afed52adff941,anthropic/helpful-base,Open QA,Leisure,Health and welfare
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-d3a06fbe3b1c4b65b748e014ccbc6bfd,B,expert:reverent_shirley,,,2024-05-28 01:12:13.927539,B-is-clearly-better,expert,clearly,absolutely-confident,d3a06fbe3b1c4b65b748e014ccbc6bfd,bad1ffe7ed464087877afed52adff941,anthropic/helpful-base,Open QA,Leisure,Health and welfare
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-e8aee52225f14443aa77a0db10bceb4a,A,expert:sad_babbage,,,2024-05-15 12:32:21.235724,A-is-slightly-better,expert,slightly,not-confident,e8aee52225f14443aa77a0db10bceb4a,bb0387cd3f154b58bf6956861de8b35f,anthropic/harmless-base,Open QA,Psychology,Social Sciences
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-e8aee52225f14443aa77a0db10bceb4a,A,expert:unruffled_jennings,,,2024-05-16 04:37:29.926539,A-is-slightly-better,expert,slightly,absolutely-confident,e8aee52225f14443aa77a0db10bceb4a,bb0387cd3f154b58bf6956861de8b35f,anthropic/harmless-base,Open QA,Psychology,Social Sciences
meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-ad440157f1c445fe80ff3a680f93660a,A,expert:clever_bardeen,,,2024-05-26 08:45:10.367952,A-is-clearly-better,expert,clearly,fairly-confident,ad440157f1c445fe80ff3a680f93660a,bb0387cd3f154b58bf6956861de8b35f,anthropic/harmless-base,Open QA,Psychology,Social Sciences
meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-ad440157f1c445fe80ff3a680f93660a,A,expert:unruffled_jennings,,,2024-05-28 21:10:18.208185,A-is-slightly-better,expert,slightly,absolutely-confident,ad440157f1c445fe80ff3a680f93660a,bb0387cd3f154b58bf6956861de8b35f,anthropic/harmless-base,Open QA,Psychology,Social Sciences
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-61ad89f59bd54f019d031cce11f614bc,draw,expert:brave_einstein,,,2024-05-28 03:45:49.610724,Tie,expert,tie,absolutely-confident,61ad89f59bd54f019d031cce11f614bc,bb1280a987e9474db0fd75364d27f119,lmsys/chatbot_arena_conversations,Generation,English Language,Arts & Humanities
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-61ad89f59bd54f019d031cce11f614bc,A,expert:cranky_lalande,,,2024-05-28 06:39:24.418429,A-is-clearly-better,expert,clearly,absolutely-confident,61ad89f59bd54f019d031cce11f614bc,bb1280a987e9474db0fd75364d27f119,lmsys/chatbot_arena_conversations,Generation,English Language,Arts & Humanities
allenai/tulu-2-7b,allenai/tulu-2-70b,False,multipref-d7dc87b5bb2240fca9cf47cae7c3f9db,draw,expert:eager_ardinghelli,,,2024-05-15 20:58:29.175951,Tie,expert,tie,fairly-confident,d7dc87b5bb2240fca9cf47cae7c3f9db,bb1280a987e9474db0fd75364d27f119,lmsys/chatbot_arena_conversations,Generation,English Language,Arts & Humanities
allenai/tulu-2-7b,allenai/tulu-2-70b,False,multipref-d7dc87b5bb2240fca9cf47cae7c3f9db,A,expert:festive_mayer,,,2024-05-22 15:08:47.273773,A-is-slightly-better,expert,slightly,absolutely-confident,d7dc87b5bb2240fca9cf47cae7c3f9db,bb1280a987e9474db0fd75364d27f119,lmsys/chatbot_arena_conversations,Generation,English Language,Arts & Humanities
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-987b5d7cf02e4b34a36c3c0704bee92e,B,expert:brave_pike,,,2024-05-23 09:12:11.925789,B-is-clearly-better,expert,clearly,absolutely-confident,987b5d7cf02e4b34a36c3c0704bee92e,bb14672039d2414185a435cb05c208e0,anthropic/helpful-base,Open QA,Art and/or design,Arts & Humanities
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-987b5d7cf02e4b34a36c3c0704bee92e,B,expert:cocky_davinci,,,2024-05-26 20:17:09.141975,B-is-clearly-better,expert,clearly,absolutely-confident,987b5d7cf02e4b34a36c3c0704bee92e,bb14672039d2414185a435cb05c208e0,anthropic/helpful-base,Open QA,Art and/or design,Arts & Humanities
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-c5ecc441ed2443ae9ad9792c03ac6f8e,draw,expert:cocky_davinci,,,2024-05-26 23:27:58.083483,Tie,expert,tie,absolutely-confident,c5ecc441ed2443ae9ad9792c03ac6f8e,bb2b35a276774d6d95745ff7bec4ee08,anthropic/helpful-base,Open QA,Leisure,Arts & Humanities
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-c5ecc441ed2443ae9ad9792c03ac6f8e,A,expert:eager_mahavira,,,2024-05-26 23:57:57.510516,A-is-slightly-better,expert,slightly,fairly-confident,c5ecc441ed2443ae9ad9792c03ac6f8e,bb2b35a276774d6d95745ff7bec4ee08,anthropic/helpful-base,Open QA,Leisure,Arts & Humanities
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-fa8bc78687e34f35b884d6826d7b9be4,draw,expert:festive_mayer,,,2024-05-22 12:42:51.622833,Tie,expert,tie,absolutely-confident,fa8bc78687e34f35b884d6826d7b9be4,bb2b35a276774d6d95745ff7bec4ee08,anthropic/helpful-base,Open QA,Leisure,Arts & Humanities
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-fa8bc78687e34f35b884d6826d7b9be4,B,expert:brave_pike,,,2024-05-22 13:11:24.633510,B-is-slightly-better,expert,slightly,fairly-confident,fa8bc78687e34f35b884d6826d7b9be4,bb2b35a276774d6d95745ff7bec4ee08,anthropic/helpful-base,Open QA,Leisure,Arts & Humanities
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-8bee7eace499472d8babc699bb9669a7,B,expert:pedantic_spence,,,2024-05-27 20:02:05.465276,B-is-slightly-better,expert,slightly,fairly-confident,8bee7eace499472d8babc699bb9669a7,bb2de18e05914cc5bf28d3e42e7f23b7,allenai/WildChat,Rewrite,Communication and/or Media,Information and Communication Technologies
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-8bee7eace499472d8babc699bb9669a7,draw,expert:xenodochial_varahamihira,,,2024-05-27 20:06:46.558083,Tie,expert,tie,absolutely-confident,8bee7eace499472d8babc699bb9669a7,bb2de18e05914cc5bf28d3e42e7f23b7,allenai/WildChat,Rewrite,Communication and/or Media,Information and Communication Technologies
